id,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,isBrick,isConcreteSlab,isPremium,isLowQual,isApartment,isBlock,isTenement,age
523744ecb14f504e567324fcad116cde,47.0,2.0,8,9,52.2579122,20.96861008,3,33.0,0,0,0,0,0,0,0,1,1,1,0,0,5000,1,0,1,0,1,0,0,4
62b928458d945b2eb9e5a8b94c29d6b9,27.0,1.0,3,7,52.2498,21.0352,2,33.0,0,0,0,0,0,0,0,1,1,1,0,0,2950,0,0,0,0,0,0,0,4
ce250f3900a285305906baf45f5f8858,51.0,2.0,5,7,52.2228638,21.0099592,1,85.0,0,0,0,0,0,0,0,0,1,1,0,0,3700,1,0,0,0,1,0,0,14
eace41af111d8fc16c0b69d0f2a22ec5,50.0,3.0,3,5,52.2249479234503,21.012136037722,0,124.0,0,0,0,0,0,0,0,0,0,1,0,0,5000,1,0,0,0,0,0,1,111
66c8701beef1ffbba137456cef6b5271,39.8,2.0,2,3,52.2165128,21.0414737,3,6.0,0,1,1,0,0,1,0,0,0,0,0,0,4500,1,0,0,0,0,0,1,85
19a654944b8db2c55b43146af547ed86,43.69,2.0,1,5,52.2415003881823,20.8963523112499,7,14.0,0,0,0,0,0,3,0,1,1,1,1,0,3500,0,0,1,0,0,1,0,3
d15cc7a203e2b6384152f2bd26bde104,59.0,2.0,3,7,52.22860125,20.97377774,2,25.0,0,0,0,0,0,1,0,1,0,1,0,0,4600,1,0,1,0,1,0,0,8
ff0cd0bb4e13e5eec2f992a30766d03d,42.0,2.0,1,6,52.1998656,20.88041552,9,8.0,0,2,0,0,0,4,0,1,0,1,0,0,3000,1,0,1,0,1,0,0,1
01ab4a38d8188a4c6482bd2a9a05e4a8,110.0,4.0,3,4,52.2402358,20.9997737,0,58.0,0,0,0,0,0,0,0,1,1,1,0,0,7500,0,0,0,0,0,0,0,25
9ca2762e790ff8b5936a91c890d22bac,50.0,2.0,2,5,52.13447,21.06403,11,42.0,0,0,0,0,0,0,0,1,1,1,0,0,3600,0,0,0,0,0,1,0,24
bc705a4dc25f927518252077caa3e3b3,38.0,2.0,2,6,52.1895174832913,20.8994995065824,8,23.0,0,3,0,0,0,3,0,1,1,1,1,0,2600,1,0,0,0,1,0,0,24
e45ea841119340446577d3046a073674,38.0,2.0,3,10,52.2367764,21.0062976,0,49.0,0,0,0,0,0,0,0,0,1,1,0,0,3500,0,0,0,0,0,0,0,61
bae31df1898b042a8b08ebb2d9ed10af,49.87,2.0,6,8,52.18759504,21.01513896,4,13.0,0,0,0,0,0,0,0,0,1,1,0,0,3950,0,0,0,0,0,0,0,3
00d56e2885b877a3a763ad10a5503a9d,38.0,2.0,4,4,52.1941056,20.9635795,4,14.0,0,1,0,0,0,2,0,0,1,0,0,0,3200,0,0,0,0,0,0,0,50
e61fd24cc12213c708d9d3b6c737600f,52.0,2.0,1,1,52.20214985,21.03035039,3,22.0,0,0,0,0,0,1,0,0,0,0,0,0,4490,1,0,1,0,0,0,1,15
cc1e1b26c9195434091b7758d545d7b0,38.0,2.0,14,15,52.2323896594228,21.0018415734905,0,65.0,0,0,0,0,0,0,0,1,1,1,0,0,3500,0,1,1,0,0,1,0,54
fdc0397b45d9c7b85e47d965678a2293,38.0,2.0,7,10,52.226225807145,21.0658151832566,4,24.0,0,0,0,0,0,0,0,0,0,1,0,0,3450,0,1,0,0,0,1,0,50
a979f07a85ad93d4a72f0706dbbd85f2,57.0,3.0,3,4,52.20881,20.9652,3,15.0,0,0,0,0,0,0,0,0,1,1,0,0,6500,1,0,1,0,0,0,1,98
ec3c4fdad44e7745310019cfc21a5d2f,26.0,1.0,2,7,52.2502,21.0336,2,33.0,0,0,0,0,0,0,0,0,1,1,0,0,2650,0,0,0,0,0,0,0,7
cb5f2c5b05a81a8748140af9853185ee,44.0,2.0,3,5,52.2249479234503,21.012136037722,0,124.0,0,0,0,0,0,0,0,0,0,0,0,0,3900,1,0,0,0,0,0,1,111
5f9d93e45bad91a55f42b871b329ae68,62.0,3.0,4,6,52.22704275,20.95560406,3,13.0,0,0,0,0,0,0,0,1,1,1,0,0,5500,0,0,0,0,0,0,0,8
a3bb9c41054c114fbd77bafbdfb8dfec,44.19,3.0,3,10,52.23218896,20.99769596,0,75.0,0,0,0,0,0,0,0,0,1,1,0,0,3300,0,0,0,0,0,0,0,61
2d3ad12659b07df7c15700fd3350a6e1,50.45,2.0,2,6,52.2435451,20.99959928,1,47.0,0,0,0,0,0,0,0,1,0,1,0,1,3490,0,0,1,0,0,1,0,63
e24f0adcc9e71d20e8bc8487915d4129,89.0,4.0,1,4,52.199309,20.9086874,7,5.0,0,2,0,0,0,3,0,0,1,0,0,0,4500,0,0,0,0,0,0,0,29
21e869e0c9ec0773a44acbda19a9d297,68.0,3.0,2,3,52.2529138,21.03393815,3,41.0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,121
7206aeeb16f781fee25b69a71169cd8e,68.0,3.0,5,5,52.206864,20.954589,4,7.0,0,0,0,0,0,1,0,1,0,1,0,0,4500,0,0,0,0,0,0,0,17
2dcb8904e3302809d81aaae741e20195,52.66,2.0,7,8,52.33034005,20.9423439,11,25.0,0,0,0,0,0,1,0,1,1,1,0,0,2800,0,0,0,0,0,0,0,11
e83deabd12681da8e7ec915810440fcf,57.0,2.0,1,2,52.2056642,20.9330342,5,10.0,0,0,1,0,0,2,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,7
0b7b4911be69621e9dbbe9061adfdd25,59.0,2.0,1,6,52.2502041,21.0378588,3,42.0,0,0,0,0,0,0,0,1,1,1,0,0,3200,0,1,1,0,1,0,0,16
97f3dddea8ed56bc2c15a4b11d972f26,38.0,2.0,1,10,52.2319863,20.9546035,3,11.0,0,0,0,0,0,0,0,0,1,1,0,0,3200,0,0,0,0,0,0,0,54
375533b66095ad004284593fd8d45ec7,65.0,3.0,1,3,52.2504221,21.0129623,2,77.0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,75
fd1f85fd692e8ff23bfe96d786a811ed,50.0,2.0,2,3,52.33365686,20.93731315,12,16.0,0,1,0,0,0,2,0,1,1,1,0,0,3500,0,0,0,0,0,0,0,3
ac53eae40943025e192a539863201578,85.0,3.0,3,4,52.220238,20.9824402,1,37.0,0,0,0,0,0,0,0,0,1,1,0,0,4800,0,0,0,0,0,0,0,87
f7b509c9be0e4c86ac4804567a783514,50.0,3.0,3,5,52.19315779,20.93815703,6,0.0,1,1,0,0,0,3,0,1,1,1,0,1,5500,0,0,0,0,0,0,0,1
19f0c9b18e9d98938dcca4bd0aa12699,50.0,3.0,3,5,52.19336824,20.93772787,6,0.0,1,1,0,0,0,3,0,1,1,1,0,1,5500,0,0,0,0,0,0,0,1
dd3dc1410a89a9816a365081aaa5d952,68.0,3.0,10,12,52.2779654,20.9109397,8,4.0,0,1,0,0,0,1,0,1,1,1,0,0,4500,0,0,0,0,0,0,0,21
19794718ce02d8c2c215ce97b4b479c8,36.0,2.0,3,3,52.24611718,21.00219933,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,81
29660b157440038a78b38fba714234ae,41.0,2.0,2,3,52.2426018,21.0150499,1,44.0,0,0,0,0,0,0,0,0,0,0,0,1,4600,0,0,0,0,0,0,0,73
94a2a959139a0a4a843aa04ccc6f677d,68.0,3.0,3,8,52.2111856,20.9738924,3,23.0,0,0,0,0,0,0,0,0,1,1,0,1,3900,0,0,0,0,0,0,0,63
46d8d5a021c6c076e704b10b018f8f63,59.0,3.0,2,5,52.2103359,20.9712206,3,31.0,0,0,0,0,0,0,0,1,0,1,0,0,5500,0,0,0,0,0,0,0,1
402dfbff4a12ee21f0f11b7325993e55,59.0,3.0,2,5,52.19926983,20.94438287,5,1.0,0,0,0,0,0,2,0,1,0,1,0,1,5500,0,0,0,0,0,0,0,1
373260797727018198d624179f298559,50.0,2.0,4,7,52.22311777,21.01867508,1,98.0,0,0,0,0,0,0,0,1,0,1,0,0,5800,0,0,0,0,0,0,0,14
3d3d7229fcef1969e6dec69550007f24,70.0,3.0,1,3,52.1448928,21.0259693,9,8.0,0,0,0,0,0,0,0,0,1,0,0,0,4500,0,0,0,0,0,0,0,24
f3e28ce7b747d0b682c62f76b0f111b9,38.0,2.0,4,4,52.1941056,20.9635795,4,14.0,0,1,0,0,0,2,0,0,1,0,0,0,3200,0,0,0,0,0,0,0,50
3dafa2c980ea41aa90b4c1171d95f020,130.0,6.0,2,5,52.23055556,21.0125,0,102.0,0,0,0,0,0,0,0,1,0,1,1,1,9900,1,0,0,0,0,1,0,16
ef8ef8ba2ead0c77bf17eb11b413deab,41.0,2.0,3,3,52.238903452549,20.9935369744168,1,75.0,0,0,0,0,0,0,0,0,0,0,0,1,4250,1,0,1,0,0,0,1,57
7b669771350b794ca3689c3fc9cc9e6c,72.0,3.0,2,8,52.2396635441901,20.8999335059339,7,25.0,0,0,0,0,0,2,0,1,1,1,1,1,3750,1,0,0,0,1,0,0,18
f37a86f9f0de24faf6f60d54e3593ebe,55.5,3.0,2,4,52.1636393205269,21.0762010725907,9,37.0,0,1,0,0,0,2,0,0,1,1,1,0,5000,1,0,1,0,1,0,0,12
65515d7ee3eb65fa23e1b6d8bad267aa,110.0,5.0,1,3,52.150382158288,21.0196315762854,9,12.0,0,0,0,0,0,1,0,1,1,1,1,0,6000,1,0,1,0,1,0,0,18
0ce8a66c3b73a57e1c17f05bc51ea6ea,39.14,2.0,8,8,52.19388889,20.88611111,9,14.0,0,2,0,0,0,3,0,1,1,1,1,0,2700,0,0,0,0,0,1,0,1
13cc57a3303306bb0333f10632a89cd6,44.0,2.0,4,10,52.2294750975734,20.9964435402091,0,66.0,0,0,0,0,0,0,0,0,1,1,0,1,4000,0,0,1,0,0,0,0,49
d67387321f43eef57e100e6453862752,103.0,4.0,3,5,52.2049152405887,21.018201420525,3,45.0,0,0,0,0,0,0,0,0,0,0,0,0,5200,1,0,0,0,1,0,0,27
e0e845bd2707841ff8e227181ec71789,68.0,3.0,2,4,52.2428011512224,20.9036968397137,6,16.0,0,0,0,0,0,2,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,19
811d29b4a45f3f551cc4a339af6e499d,28.0,2.0,4,4,52.2070308768009,21.0059459758223,2,20.0,0,0,0,0,0,0,0,0,0,0,0,0,3381,0,0,1,0,0,1,0,7
3115d81f04fb348d104f1a7d155ba11c,75.0,3.0,2,6,52.2253406815164,21.0380647417258,2,22.0,0,1,0,0,0,1,0,0,1,1,1,0,8500,1,0,1,0,1,0,0,1
ba5fcbc9ca22f9c2042ad5e1de7cf2cb,48.0,2.0,3,6,52.2289986273506,21.0089199253723,0,92.0,0,0,0,0,0,0,0,0,0,1,1,0,5500,1,0,1,0,0,0,1,111
a5b5642c261e432b71d7ba8703d0030f,120.0,5.0,5,10,52.2005435465213,20.9666509833338,4,14.0,0,0,0,0,0,1,0,1,1,0,0,1,7900,1,0,0,0,1,0,0,16
71d0293c569f28144c5998c8e13e6a8b,42.0,2.0,1,6,52.2787328854863,20.9714963878004,5,14.0,0,0,0,0,0,1,0,1,1,1,1,0,3900,1,0,1,0,1,0,0,7
40a852a6485a689f7d751fe5e1520e6d,57.0,2.0,2,2,52.2429497988326,21.0867524381363,5,42.0,0,0,0,0,0,0,0,1,1,0,1,1,3500,0,0,1,0,0,1,0,17
192e51d6e61839a9b171b93e69ca6def,56.0,2.0,1,3,52.1422367406549,21.0669546156476,10,16.0,0,0,0,0,0,0,0,1,1,1,1,1,4000,1,0,0,0,0,1,0,25
9c8d8ff7dc3f6f9b55640b8c49ee8e45,34.0,1.0,7,8,52.1425719,21.03569,10,13.0,0,0,0,0,0,0,0,0,1,1,0,0,2800,0,1,1,0,0,1,0,15
a332dcb5c42817c5577147bfbe05c65c,55.0,3.0,1,4,52.2415003881823,20.8963523112499,7,14.0,0,0,0,0,0,3,0,1,1,1,1,0,4700,1,0,1,0,1,0,0,5
506f07965a0a319cde8ab963c07b9029,54.0,2.0,5,6,52.24941,21.03467,2,29.0,0,0,0,0,0,0,0,0,0,1,0,0,4700,1,0,0,0,1,0,0,3
6ed85b468a43b082db680c6773367a3d,75.0,3.0,1,5,52.20082,21.00562,3,26.0,0,0,0,0,0,0,0,0,0,1,0,0,7000,1,0,0,0,1,0,0,16
9bf1a4604f2f82b44537d82baddee01c,37.0,2.0,3,8,52.26771,20.94785,5,17.0,0,1,0,0,0,0,0,0,1,1,1,0,2490,0,0,0,0,0,1,0,23
60212975ae53c3439840be0429649faf,48.0,2.0,5,6,52.24314818,20.99925041,1,48.0,0,0,0,0,0,0,0,0,0,1,0,0,3400,1,0,1,0,0,0,1,69
cf7634aad2bc8467dcae65191584a31e,112.0,4.0,3,5,52.24027,21.00008,0,56.0,0,0,0,0,0,0,0,1,1,1,0,0,7500,0,0,0,0,0,1,0,25
b4c98f7b169154e22ff6b2224a000fd8,54.0,3.0,3,18,52.2439,21.0858,5,58.0,0,0,0,0,0,0,0,1,0,1,0,0,4000,1,0,0,0,1,0,0,6
b5cbdbc555f91c697300974ec8a8c0d5,77.13,3.0,7,7,52.2255354,21.0846241,5,19.0,0,0,0,0,0,1,0,1,0,1,0,1,4500,1,0,1,0,1,0,0,18
0fcce3987f4e2234aa459612f1550724,114.0,4.0,4,5,52.19996984,21.03035728,3,24.0,0,0,0,0,0,1,0,1,1,1,0,1,6000,0,0,0,0,0,1,0,51
87bd961eea486f0bbe30be498af82b4e,77.0,3.0,2,5,52.1763,21.0644,7,15.0,0,0,0,0,0,2,0,1,1,0,1,0,5450,0,0,0,0,0,1,0,11
22200906b77eab763a15f3e07502aa96,26.0,1.0,2,7,52.179,20.9931,5,14.0,0,0,0,0,0,1,0,1,1,1,0,0,3000,1,0,0,0,1,0,0,1
1ceca1f0a755d7001df0466298c7c3f1,64.0,2.0,4,4,52.2252,20.9919,1,30.0,0,0,0,0,0,1,0,1,1,1,0,0,4800,1,0,1,0,0,0,1,87
49fb9b6d8ae69694dd69eac51a5314eb,47.0,3.0,8,10,52.2010249,21.0273894,3,27.0,0,0,0,0,0,1,0,0,1,1,0,0,4100,0,1,0,0,0,1,0,49
cd4ead7cd8421147f30c9bf87d1c3296,71.0,3.0,7,10,52.19871849,20.97491778,4,14.0,0,0,0,0,0,1,0,1,1,1,0,0,5000,0,0,0,0,0,0,0,14
87a9cb6db3e19f5be2497808953b6362,25.0,1.0,3,3,52.24632739,21.00262849,1,30.0,0,0,0,0,0,0,0,0,1,0,0,0,3500,0,0,0,0,0,0,0,81
f70e0c44b5ccafa9672b276ccbd50f45,33.0,1.0,3,4,52.25691222,21.03620319,3,45.0,0,0,0,0,0,0,0,0,1,1,0,0,3000,0,0,0,0,0,0,0,3
2b3464861f2b5848779d02e6a80371a8,46.0,2.0,4,5,52.2204,21.0194,1,68.0,0,0,0,0,0,0,0,1,0,1,0,0,2900,1,0,0,0,0,0,1,74
695148bff3d495d7def3c5438ae9a250,34.0,2.0,9,9,52.2605989216712,20.9682417465558,4,36.0,0,0,0,0,0,0,0,1,0,1,1,1,3600,1,0,1,0,1,0,0,11
f73750d34d7dc7d23f52191ca92dc1bc,38.0,2.0,3,7,52.19388889,20.88611111,9,14.0,0,2,0,0,0,4,0,1,1,1,1,1,3700,1,0,1,0,1,0,0,1
ef66638723788384bbf00975607b6392,70.0,2.0,2,2,52.2595909,20.9798182,3,27.0,0,0,0,0,0,0,0,1,1,1,1,0,6000,1,0,0,0,1,0,0,6
40cda795322917e0f360408e5bfed404,38.0,2.0,6,6,52.3339221,20.9415191,12,19.0,0,0,0,0,0,2,0,1,1,1,0,0,2800,1,0,0,0,0,0,0,20
deae22f670e4d3bbadfa351c19581fd0,70.0,3.0,1,4,52.2368036706698,21.0321932072436,2,29.0,0,0,0,0,0,0,0,0,1,0,0,1,5800,1,0,1,0,0,0,1,88
b8edfb653cb91d636f868e81630685b0,62.0,2.0,4,5,52.1783848318056,20.941228514272,7,9.0,0,2,0,0,0,4,0,1,0,0,1,0,4200,0,0,0,0,0,0,0,86
0ebea6ec17f74ab625101ecad79f1bab,40.0,2.0,4,5,52.1783848318056,20.9412285142716,7,9.0,0,2,0,0,0,4,0,1,0,0,1,0,3200,0,0,0,0,0,0,0,86
da5237c13ffa319cdb42d72a899653a6,28.0,2.0,1,15,52.23721,20.997169,0,77.0,0,0,0,0,0,0,0,0,0,1,0,0,2750,0,0,0,0,0,0,0,52
67aa34433474061390525a74ecb34b27,45.0,2.0,4,6,52.2615431565315,21.0454736685663,4,15.0,0,0,0,0,0,0,0,1,1,1,1,1,3950,1,0,1,0,1,0,0,1
d6a2e5220e4d76b3874c94bd0c057af8,52.0,2.0,6,7,52.2502636630237,21.0673317083226,4,19.0,0,0,0,0,0,0,0,1,1,1,1,0,3500,1,0,1,0,1,0,0,13
1aed6bf2840a6137888ab3b064c07d95,107.0,4.0,4,11,52.2334415773179,21.0366714512107,2,19.0,0,0,0,0,0,0,0,1,1,1,1,0,10500,1,0,1,0,1,0,0,12
1ddc83607c49ebff9fd87c46fe96189e,33.3,1.0,8,10,52.24491,20.96333,3,16.0,0,0,0,0,0,1,0,0,1,0,0,0,2600,0,0,0,0,0,0,0,19
b9d810aafeafbce5ab56eba7a578eb36,39.04,2.0,4,6,52.2045998,20.88410944,8,11.0,0,1,1,0,0,4,0,1,0,1,0,0,3000,1,0,1,0,1,0,0,1
ca532234dc2d3604471944e73d3c9ebd,45.0,2.0,1,2,52.2036279272294,21.0376445820164,3,25.0,0,0,0,0,0,1,0,1,0,0,0,0,4000,1,0,0,0,0,0,1,89
65b7ad34ba4b8204852a480b8e4c4052,71.0,3.0,3,6,52.2549670288597,20.9787682518334,3,25.0,0,0,0,0,0,0,0,1,1,1,1,0,10000,1,0,0,0,1,0,0,34
4825e3fbd521ead06c3c915f57f66604,40.0,2.0,1,3,52.1831591812265,20.9766094706549,5,6.0,0,1,0,0,0,2,0,0,1,0,0,0,2900,0,0,0,0,0,1,0,64
b592c427512f2b04e49aeecaffa79fe8,125.0,5.0,4,5,52.1384725448767,21.064805976273,11,23.0,0,0,0,0,0,0,0,1,1,1,1,1,12000,1,0,1,0,1,0,0,6
0cdb7698481d782840529cf88247d1b0,65.0,2.0,1,4,52.1604842315239,21.0668906685924,9,21.0,0,0,0,0,0,1,0,1,0,0,0,0,3600,0,0,0,0,0,0,0,8
1c222077ce979c612de0521ab68db3ee,88.0,3.0,1,4,52.1601553846545,21.079003048811,9,27.0,0,1,0,0,0,2,0,1,1,1,1,0,7500,1,0,0,0,1,0,0,14
dbb9c9a3b90089d1250c544ff0b4d44d,62.5,3.0,1,4,52.2271373865969,20.885804706237,8,5.0,0,1,1,0,0,4,0,1,1,1,1,0,4500,1,0,1,0,0,1,0,1
d3166d697605f75c1190241d4b93b6f1,62.0,3.0,1,2,52.2732959153936,20.9839795751249,4,21.0,0,0,0,0,0,1,0,1,1,0,1,0,5200,1,0,0,0,0,0,1,88
83bd56af226656e4d83ef881218e181c,40.0,2.0,2,2,52.309493581703,21.05930575881,9,4.0,0,2,0,0,0,2,0,1,0,0,0,0,2500,1,0,0,0,0,0,0,18
a196990d1949a4633c2ffac113a96b83,65.0,3.0,3,4,52.1464975,21.06360315,10,11.0,0,0,0,0,0,0,0,1,1,0,0,1,3900,1,0,1,0,0,1,0,26
1bed37de1f069d6237aaf9cba8c14d42,146.38,6.0,5,5,52.2036645,20.9957289,3,18.0,0,0,0,0,0,0,0,1,1,1,0,0,16000,1,0,0,0,1,0,0,16
65370a7c510f9616fe6655b20557eb91,41.5,2.0,5,6,52.2261486,21.013761,0,126.0,0,0,0,0,0,0,0,0,1,1,0,1,3900,1,0,1,0,0,1,0,64
e6c398c2a6d4303241285ca3ed3986ab,93.4,3.0,3,7,52.2299159,21.0262482,1,35.0,0,0,0,0,0,0,0,1,1,1,1,1,14500,1,0,1,0,1,0,0,19
3ccc5745c5a04e8c6fe65063ccb233a0,62.0,3.0,4,4,52.20387,21.04145,4,24.0,0,0,0,0,0,1,0,0,0,1,0,0,8000,1,0,0,0,1,0,0,1
576a65d2459bf48379a7571ab708540b,57.0,2.0,6,7,52.14327647,21.05307889,10,33.0,0,0,0,0,0,0,0,0,1,1,0,0,4800,1,0,0,0,1,0,0,16
888beea66ea96166cca2c6a6c27aef85,58.0,2.0,7,10,52.19021885,20.9884894,4,17.0,0,0,0,0,0,1,0,1,0,1,0,0,2900,1,0,0,0,1,0,0,14
9737b61004501a634643a2302a0cedf6,70.0,4.0,2,12,52.22872649,20.91632439,5,19.0,0,0,0,0,0,1,0,0,1,1,0,0,4000,0,0,0,0,0,0,0,54
0b2c3aee744c4da360eeada2dd12cf88,70.0,3.0,8,9,52.237499,20.998178,0,69.0,0,0,0,0,0,0,0,1,1,1,0,0,4800,0,0,0,0,0,0,0,26
1d437434ddbeb25b365ff941cb035137,81.2,3.0,7,8,52.2435629,20.9635823,3,19.0,0,0,0,0,0,1,0,1,0,1,0,0,5600,1,0,1,0,1,0,0,16
83cb32b2668efb7178d4edd644f4b779,48.0,2.0,6,11,52.2543689,20.9892146,2,67.0,0,0,0,0,0,0,0,1,0,1,0,0,3500,1,0,0,0,1,0,0,10
7854ba882a0607d61d7b548d6c4729e2,37.0,2.0,10,10,52.1906794,21.0152987,4,23.0,0,0,0,0,0,0,0,0,0,1,0,1,2800,0,0,0,0,0,1,0,59
7415ab514a8e16f9b6dcc9515a7cd950,47.0,2.0,7,7,52.25517,20.97883,3,23.0,0,0,0,0,0,0,0,1,1,1,0,0,4500,1,0,0,0,1,0,0,3
0df0685164b92c8646d5b188ee639102,73.34,3.0,3,4,52.2225687,21.0211332,1,69.0,0,0,0,0,0,0,0,1,0,1,0,1,9900,1,0,0,0,0,0,1,70
8f31b26a23854f1a486567ee134b4573,41.0,2.0,8,8,52.1823572,20.9936573,5,18.0,0,0,0,0,0,1,0,1,0,1,0,0,4600,0,0,1,0,0,0,0,10
545f4270a54c78dc2183d3f48da8ed3e,130.0,4.0,7,8,52.186962,21.021859,5,19.0,0,0,0,0,0,1,0,1,1,1,1,0,7800,1,0,0,0,1,0,0,24
5bf89203dacae8be635745f4e1da568e,95.9,3.0,1,3,52.2708,20.9812,4,44.0,0,0,0,0,0,0,0,1,1,0,0,0,7500,1,0,1,0,0,0,1,94
33d38883ff9b6edd14bc555ba26a5d14,70.0,3.0,2,5,52.20742,21.02106,2,35.0,0,0,0,0,0,0,0,0,1,1,0,0,4500,0,0,0,0,0,1,0,40
6d4cdc93d0dec4566c3e14cac9c3ae9c,124.0,6.0,4,5,52.1941,21.0621,5,7.0,0,1,0,0,0,3,0,1,1,1,1,0,13500,1,0,0,0,1,0,0,10
ecc237ead0fc0f9f508de69a75c875e6,36.0,2.0,2,4,52.2321989,21.0594866,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,2950,1,0,0,0,0,0,1,72
e23b741ece564b7920fa2af558a0f819,29.0,1.0,4,5,52.2208,21.0205,1,70.0,0,0,0,0,0,0,0,0,1,1,0,0,3200,1,0,0,0,0,0,1,72
3b223bac02199fda559d590462ea9c08,60.0,2.0,7,15,52.236,21.0054,0,58.0,0,0,0,0,0,0,0,1,1,1,0,0,5000,1,0,0,0,1,0,0,15
776d93ff9980d94c7b7e58f1b64d6923,115.0,4.0,2,6,52.1828423,21.0452752,6,7.0,0,0,0,0,0,3,0,1,0,1,0,0,8800,1,0,1,0,1,0,0,16
219542cdafb453f57fe1e3b860161c89,50.6,2.0,1,4,52.19350587,21.0506318,5,2.0,0,0,0,0,0,2,0,0,1,0,0,1,3000,0,0,0,0,0,1,0,34
ec3718aae8011364ae1896aca89ae7a1,51.0,3.0,2,7,52.1795,20.9933,5,14.0,0,0,0,0,0,1,0,1,1,1,0,1,4700,1,0,0,0,1,0,0,1
22515ac3119144d3f422c474a50a0c9e,96.0,4.0,8,10,52.17616109,21.06579551,7,15.0,0,0,0,0,0,2,0,1,1,1,1,0,7500,1,0,0,0,1,0,0,2
53b582acfc3af3040ab6dc492b2d8ece,26.0,1.0,1,4,52.22636135,21.03699187,2,22.0,0,1,0,0,0,1,0,0,1,0,0,0,3000,1,0,0,0,0,0,1,56
2314d32bfd74a8345a24300cf51571a9,76.51,3.0,2,2,52.189131,21.039992,5,3.0,0,0,0,0,0,2,0,1,1,1,0,1,10900,1,0,1,0,1,0,0,6
df0209c51d53fb04116554c733409962,90.0,3.0,1,1,52.17168,21.07812,8,12.0,0,1,0,0,0,2,0,1,1,0,0,0,7900,0,0,0,0,0,0,0,29
4ececfe5f5b39daf526a60afa0491ba2,41.0,2.0,5,6,52.24017,20.90149,7,20.0,0,0,0,0,0,2,0,0,1,1,1,0,3000,1,0,0,0,0,1,0,12
b9119bfe9632634846a2d062f0b8aa5c,38.2,2.0,2,6,52.193272,20.901044,8,22.0,0,2,0,0,0,4,0,1,1,1,1,0,3000,0,0,0,0,0,1,0,23
e7d03ce3e1cca7db36b2228427296ef6,52.9,2.0,1,8,52.3347,20.94,12,15.0,0,1,0,0,0,2,0,0,1,1,1,0,2800,0,0,1,0,0,1,0,20
a459a89d262add2c202ae2c3fa1454b9,33.0,1.0,1,4,52.2066944,21.0394696,3,18.0,0,0,0,0,0,1,0,1,0,0,0,0,3000,1,0,0,0,0,0,1,94
44a583130d53df0c883cea52a49cba96,86.0,4.0,1,4,52.224277,21.076369,5,9.0,0,1,0,0,0,0,0,1,1,1,0,0,6000,1,0,0,0,1,0,0,18
7b8919885c34907cc4ed3706a76f2009,58.0,2.0,3,5,52.318475,20.959253,10,18.0,0,0,0,0,0,0,0,0,1,1,0,0,3500,1,0,1,0,0,0,0,14
d31be5a758977f388749801430519040,69.0,3.0,3,5,52.3182857,20.96904427,9,17.0,0,0,0,0,0,1,0,1,1,1,0,0,4300,1,0,1,0,1,0,0,1
cfd37ce8d067ab02eab4c7aa352bdeae,73.31,4.0,1,4,52.16269,21.06671,8,17.0,0,1,0,0,0,1,0,1,1,1,0,0,7000,1,0,0,0,1,0,0,11
de7f920d48d8c99bb38302eb2b2568ee,31.0,1.0,5,7,52.2138584,21.0216938,2,26.0,0,0,0,0,0,0,0,1,1,1,1,0,2900,1,0,0,0,0,0,1,64
9dd1ba6aa047d3fc8b945d6ee09ef5d7,49.73,3.0,2,4,52.1972,21.00553,3,27.0,0,0,0,0,0,0,0,0,0,0,0,0,3900,1,0,0,0,0,0,1,74
c5f527c3059691bb1a135d4ba132ba2e,83.0,3.0,2,5,52.2070412,21.0486916,4,13.0,0,0,0,0,0,2,0,1,1,1,1,0,5300,1,0,0,0,1,0,0,17
c8e8696d11b5eb400105f59c6bcd78a5,52.7,2.0,1,5,52.26045,20.92186,6,8.0,0,0,0,0,0,2,0,1,0,1,0,0,3000,1,0,0,0,0,1,0,14
9c91a7a80e2270cf0a5e2fb43629f944,96.62,4.0,1,4,52.16774,21.07727,8,11.0,0,1,0,0,0,2,0,1,1,1,0,0,9000,1,0,0,0,1,0,0,14
15d54ac8d810db5e4945209a7e35f1ab,41.62,2.0,1,4,52.16548,21.06976,8,17.0,0,1,0,0,0,2,0,1,1,1,0,0,3100,1,0,0,0,1,0,0,9
474259fdcb50222e52d9b4ffb9007a7d,84.7,4.0,2,4,52.1457466,21.0500565,10,39.0,0,0,0,0,0,0,0,1,0,1,0,1,5600,0,0,1,0,0,1,0,17
2fb526864e520a68ed2862cc63377c59,68.0,3.0,3,4,52.26322,20.91702,6,3.0,0,0,0,0,0,2,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,20
